edo,estado,mun,municipio,par,parroquia,n centro,centro,Dirección del Centro de Votación,mesa,chavez,arias,claudio,ELECTORES INSCRITOS,VOTOS ESCRUTADOS,VOTOS NULOS,¿mesa_automatizada?,envio_ddhhmm,¿centro_activo?,Enlace Esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1880,ESC B VIRGINIA RUIZ FE-ALEGRIA,FINAL AV SIMON BOLIVAR LA SILSA,1,642,130,23,1474,819,15,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1880,ESC B VIRGINIA RUIZ FE-ALEGRIA,FINAL AV SIMON BOLIVAR LA SILSA,2,598,110,28,1433,775,28,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1880,ESC B VIRGINIA RUIZ FE-ALEGRIA,FINAL AV SIMON BOLIVAR LA SILSA,3,636,134,39,1541,859,42,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1881,ESC B MIGUEL A LOPEZ CARDENAS,URB R LEONI ENTRE BLOQUE 5 Y 6 CASALTA III,1,849,196,77,2180,1190,37,1,302050,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1881,ESC B MIGUEL A LOPEZ CARDENAS,URB R LEONI ENTRE BLOQUE 5 Y 6 CASALTA III,2,555,152,47,1403,780,17,1,301940,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1882,J DE INF MARIA DE BIANCHI,PRIMER PLAN DE LA SILSA PARTE ALTA LA CAPILLA,1,450,85,22,1349,586,27,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1883,J DE INF RAUL LEONI,FTE BLOQUE 2 Y 17 CASALTA III,1,294,78,15,741,400,12,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1884,CENTRO CIVICO LA SILSA,1ER PLAN LA SILSA CLL 5 DE JULIO IGLESIA NUEVA,1,206,32,13,523,264,14,0,31608,0,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1890,LICEO FEDERICO QUIROS,1RA TRANSV ENTRE CLL COLOMBIA Y MEXICO,1,596,171,32,1572,829,25,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1890,LICEO FEDERICO QUIROS,1RA TRANSV ENTRE CLL COLOMBIA Y MEXICO,2,371,112,20,1015,519,14,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1900,ESCUELA NACIONAL SUCRE,CALLE SONRISA NO 8 LOS MAGALLANES CATIA CARACAS,1,512,189,46,1542,770,21,1,301900,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1900,ESCUELA NACIONAL SUCRE,CALLE SONRISA NO 8 LOS MAGALLANES CATIA CARACAS,2,388,127,24,1001,555,13,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1901,PRE-ESC CARLOS MANUEL CHAVEZ,CLL SONRISA CON CLL COMERCIO NRO 54,1,336,93,30,826,476,14,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1902,ESC DISTRITAL GUAICAIPURO,CLL EL PLACER GUAICAIPURO I,1,474,94,19,1027,595,6,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1920,ESC DISTRITAL NUEVA ESPARTA,CLL PAMPATAR SECT NVA ESPARTA NO 1,1,634,91,36,1671,804,40,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1920,ESC DISTRITAL NUEVA ESPARTA,CLL PAMPATAR SECT NVA ESPARTA NO 1,2,489,46,16,1139,576,23,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1930,CENTRO DE CAPACITACION ISAIAS MEDINA ANGARITA,CALLE PRINCIPAL SECTOR LAS TORRES CARACAS,1,861,141,44,2318,1082,28,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1940,ESCUELA NAC FROILAN NORIEGA,CLL PPL TACAGUA VIEJA KM 13 A CARACAS LA GUAIRA,1,884,95,16,1904,1034,33,1,311720,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1950,INTERNADO JUDICIAL EL JUNQUITO,CLL REAL EL AMPARO,1,106,30,8,706,145,1,1,311710,0,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1960,U EDUC SOCORRO MACHADO,URB PEDRO E GUTIERREZ FTE BLOQ 2 CASALTA II,1,760,270,55,2186,1108,23,1,301930,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1990,ESC BASC EL AMPARO,CLL CARBONELL FTE BLOQUE 10 URDANETA,1,374,105,31,1022,531,19,1,301950,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2000,ESC BASC NUEVA CARACAS,AV PPAL SECTOR LAS TORRES CATIA,1,925,148,43,2454,1152,34,1,302120,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2000,ESC BASC NUEVA CARACAS,AV PPAL SECTOR LAS TORRES CATIA,2,649,82,29,1594,787,22,1,302030,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2001,ESC BAS NAC CATIA,CLL CARBONELL NO 20 BRR ISAIAS M ANGARITA,1,371,89,11,1196,490,15,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2002,ESC.BAS.ROMULO GALLEGOS.,PASAJE II DEL AMPARO,1,230,39,9,652,286,6,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2011,COL PADRE POLICARPIO KRAUTLE,BRR ISAIAS M. ANGARITA SECTOR LAS TORRES CLL REAL,1,392,78,16,932,502,15,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2020,ESC TECN INDT RAFAEL VEGAS,ENTRADA EL JUNQUITO EL AMPARO,1,683,154,45,1862,910,23,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2020,ESC TECN INDT RAFAEL VEGAS,ENTRADA EL JUNQUITO EL AMPARO,2,484,97,32,1247,629,12,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2040,E. ANIBAL F. MENEZ,TERRAZA 1 SECTOR A Y B NUEVA TACAGUA,1,120,19,0,276,164,19,0,32035,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2041,ESCUELA MUNICIPAL EL PAUJI,CLL GUAYANA BRR EL PAUJI OJO DE AGUA,1,406,15,7,1113,449,16,1,311710,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2042,PRE ESCOLAR PARAMACONI,SECTOR PARAMACONI CARRT VIEJA LA GUAIRA,1,292,44,5,415,202,29,0,31058,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2043,JARDIN DE INFANCIA TEOTISTE DE GALLEGOS,KILOMETRO 3 DEL JUNQUITO NUEVA TACAGUA TERRAZA C,1,565,48,4,1798,637,17,1,311720,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2043,JARDIN DE INFANCIA TEOTISTE DE GALLEGOS,KILOMETRO 3 DEL JUNQUITO NUEVA TACAGUA TERRAZA C,2,243,24,4,1189,281,9,1,311720,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2044,ESC BASC NAC NUEVO HORIZONTE,FINAL CLL BOLIVAR BRR N HORIZONTE SECT NIO JESUS,1,891,106,18,2390,1056,39,1,311720,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2044,ESC BASC NAC NUEVO HORIZONTE,FINAL CLL BOLIVAR BRR N HORIZONTE SECT NIO JESUS,2,793,71,20,1629,918,32,1,311730,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2045,ESC NAC 12 DE OCTUBRE,SECTOR C NUEVA TACAGUA,1,506,56,10,1174,588,15,1,311730,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2046,ESC MUNICIPAL CATALINA VALDERRAMA,CLL BOLIVAR BRR NUEVO HORIZONTE CATIA,1,302,46,2,722,374,19,1,311730,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2047,ESC MUN LA PEDRERA,FINAL CALLE PPAL LA PEDRERA,1,64,11,4,255,89,9,0,32159,0,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2048,ESC JUAN PABLO II FE Y ALEGRIA,CLL LOS MANANTIALES SECTOR OJO DE AGUA,1,315,26,10,665,361,10,1,311630,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,2049,ESC BAS DISTRITAL TAMANAQUITO,CALLE PRINCIPAL TAMANAQUITO GRAMOVEN,1,542,78,5,511,331,16,0,31054,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,250,UNID BASC MARTIN J SANABRIA,CLL COLOMBIA NO 111 MONTE PIEDAD,1,708,279,74,2003,1112,35,1,302100,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,250,UNID BASC MARTIN J SANABRIA,CLL COLOMBIA NO 111 MONTE PIEDAD,2,484,178,37,1264,726,18,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2050,ESC BASC LUIS ENRIQUE MARMOL,ENTRE BLOQUES 19-20 Y 21 LA CAADA,1,704,185,44,1810,965,26,1,301950,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2050,ESC BASC LUIS ENRIQUE MARMOL,ENTRE BLOQUES 19-20 Y 21 LA CAADA,2,498,140,35,1242,702,20,1,301950,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2060,U EDUC BASC VIRGINIA MARTINEZ,ZONA E BLOQUE 31 AL LADO INCE,1,294,73,17,805,396,10,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2070,LICEO MANUEL PALACIOS FAJARDO,ZONA CENTRAL AL LADO CENTRAL MADEIRENSE,1,649,227,48,1767,952,23,1,310030,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2070,LICEO MANUEL PALACIOS FAJARDO,ZONA CENTRAL AL LADO CENTRAL MADEIRENSE,2,427,146,45,1175,639,14,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2071,ESC BASC LUIS CAIZALES VERDE,ZONA CENTRAL CRISTO REY 23 DE ENERO,1,421,158,18,1180,616,15,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2080,ESC BASC FRANCISCO G GUINAND,ZONA B SECT CENTRAL ENTRE BLOQUE 22 Y 24,1,506,188,42,1454,762,19,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2090,J DE INF LEONCIO MARTINEZ,ENTRE BLOQUES 19 Y 20 LA CAADA,1,490,136,39,1323,685,11,1,302020,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2100,ESC BASC GABRIELA MISTRAL,ZONA B SECT CENTRAL ENTRE BLOQUE 25 Y 26,1,771,209,68,1928,1083,27,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2100,ESC BASC GABRIELA MISTRAL,ZONA B SECT CENTRAL ENTRE BLOQUE 25 Y 26,2,439,157,30,1201,646,11,1,302000,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2110,ESC BASICA AMALIA PELLIN,ENTRE BLOQUES 11-12 Y 13 MONTE PIEDAD,1,614,191,39,1613,862,16,1,302140,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2110,ESC BASICA AMALIA PELLIN,ENTRE BLOQUES 11-12 Y 13 MONTE PIEDAD,2,435,112,29,1062,600,20,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2111,PRE ESCOLAR MONTE PIEDAD,FRENTE BLOQUES 3 Y 4 MONTE PIEDAD,1,78,18,7,158,105,2,0,81405,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2120,ESCUELA ARTESANAL JOSE GREGORIO HERNANDEZ,ZONA C MONTE PIEDAD BLOQUES 9 Y 10 CARACAS,1,545,203,45,1553,809,11,1,301940,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2140,U EDUC BASC FELIPE TEJERA,ZONA F SECTOR OESTE. BLOQ 39 23 DE ENERO,1,725,243,52,2019,1092,45,1,302020,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2140,U EDUC BASC FELIPE TEJERA,ZONA F SECTOR OESTE. BLOQ 39 23 DE ENERO,2,511,166,33,1329,734,15,1,302010,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2150,U EDUC NAC 23 DE ENERO,ZONA G AL LADO COMANDO POLICIAL,1,471,125,41,1311,668,29,1,301900,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2150,U EDUC NAC 23 DE ENERO,ZONA G AL LADO COMANDO POLICIAL,2,455,122,25,1289,632,20,1,301920,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2150,U EDUC NAC 23 DE ENERO,ZONA G AL LADO COMANDO POLICIAL,3,503,131,37,1408,705,27,1,301920,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2152,CICLO BASICO CREACION 23 DE ENERO,ZONA G EL MIRADOR,1,643,190,50,1703,920,31,1,301930,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2152,CICLO BASICO CREACION 23 DE ENERO,ZONA G EL MIRADOR,2,470,116,26,1179,635,14,1,301930,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2160,INST TECNICO JESUS OBRERO,FRENTE BLOQUE 41 ZONA F 23 DE ENERO CARACAS,1,575,198,51,1683,858,18,1,311630,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2160,INST TECNICO JESUS OBRERO,FRENTE BLOQUE 41 ZONA F 23 DE ENERO CARACAS,2,400,118,37,1074,583,19,1,311630,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2171,ESC B SANTIAGO KEY AYALA,BLOQ 56 ZONA H. SIERR MAESTRA.,1,383,95,25,829,510,6,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2180,ESC BASC LUZ MARIA TOSTA,ENTRE BLOQUE 52 Y 53 SIERRA MAESTRA,1,855,180,42,2193,1106,21,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2200,JARDIN INFANCIA BOLIVAR T,FTE PARQUE INFANTIL ZONA E SECTOR OESTE CARACAS,1,346,96,14,947,468,8,1,301800,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2210,CENTRO IND.POLIVALENTE 23 DE ENERO,ZONA F. LADO INAVI 23 DE ENERO.,1,248,84,17,427,208,25,0,31054,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2220,ESC BASC JOSE ENRIQUE RODO,SECTOR OESTE ZONA E. 23 DE ENERO,1,762,234,66,1926,1102,34,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2220,ESC BASC JOSE ENRIQUE RODO,SECTOR OESTE ZONA E. 23 DE ENERO,2,513,174,43,1278,754,20,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2230,ESC BASC CONC NO 71,CALLE PPAL BARRIO ANDRES ELOY BLANCO CARACAS,1,529,76,34,1251,660,19,1,301920,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2240,ESC GRADUADA NO 70,CALLE GUAICAIPURO DIAGONAL C/CALLE 24 DE JULIO,1,558,97,20,1475,707,30,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2250,PRE-ESCOLAR CONT LA LIBERTAD,BLOQUE 4 EDIF 5 URB LA LIBERTAD CARACAS,1,574,189,37,1462,824,19,1,302020,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2260,U EDUC BASC DIEGO DE LOZADA,CLL AYACUCHO ENTRE BLQ 5 Y 6 MONTE PIEDAD,1,573,148,37,1434,775,13,1,301920,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2280,ESC BASC LUIS RAFAEL PIMENTEL,CLL LIBERTAD OBSERVATORIO 23 DE ENERO,1,508,71,31,1386,629,11,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2280,ESC BASC LUIS RAFAEL PIMENTEL,CLL LIBERTAD OBSERVATORIO 23 DE ENERO,2,513,66,33,1381,637,19,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2280,ESC BASC LUIS RAFAEL PIMENTEL,CLL LIBERTAD OBSERVATORIO 23 DE ENERO,3,509,81,22,1343,634,21,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2290,ESC B NAC ANDRES ELOY BLANCO,COLINAS DEL 23 DE ENERO CLL VELUTINI EL OBSERVATORIO,1,780,106,22,1944,959,48,1,311640,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2300,U E DIV JOSE GREGORIO HERNANDEZ,ZONA A ENTRE BLQ 4 - 5 MONTE PIEDAD,1,721,191,43,1878,982,22,1,301940,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2300,U E DIV JOSE GREGORIO HERNANDEZ,ZONA A ENTRE BLQ 4 - 5 MONTE PIEDAD,2,463,129,33,1191,640,12,1,301940,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2310,BIBLIOTECA LA CA/ADA,ZONA A SECT CENTRAL LA CAADA BLQ 18-19,1,601,176,49,1507,849,20,1,301940,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2320,COLEGIO SAN FRANCISCO SOLANO,ZONA A MONTEPIEDAD BLOQUE 2-3 CARACAS,1,789,207,44,1859,1069,18,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,11,23 DE ENERO,2330,ESC B LUIS TROCONIS GUERRERO,FINAL CLL EL CARMEN MONTE PIEDAD,1,513,168,31,1378,737,20,1,301800,0,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2340,COMPLEJO-HOSP.JOSE IGNACIA BALDO.,AV PPL DEL ALGODONAL ANTIMANO CARACAS,1,317,121,19,904,475,16,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2350,CENTRO EDUC CAROLINA USLAR,URB EL ALGODONAL CLL EL SIFON,1,218,55,15,651,304,13,1,301940,0,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2360,CONC NO 57 GERMAN RODRIGUEZ,BRR GERMAN RODRIGUEZ ALTOS LA CRUZ,1,383,48,8,1004,471,24,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2370,ESC MUNC GRADUADA GUADALUPE ALFONSO FALERO,CALLE REAL DE CARAPITA CARACAS,1,655,84,30,1807,816,41,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2370,ESC MUNC GRADUADA GUADALUPE ALFONSO FALERO,CALLE REAL DE CARAPITA CARACAS,2,460,39,14,1160,535,19,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2371,ESC MUN DR ELOY GONZALEZ,EL MANGUITO CARAPITA,1,439,35,16,1065,523,25,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2372,ESC NAL CECILIO ACOSTA,CALLE REAL EL MANGUITO CARAPITA ANTIMANO,1,212,18,5,490,256,21,0,31100,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2373,CENTRO DE ASESORIA DOCENTE,AV INTERCOMUNAL 1RA CLL CARAPITA,1,751,153,36,1880,985,35,1,301900,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2373,CENTRO DE ASESORIA DOCENTE,AV INTERCOMUNAL 1RA CLL CARAPITA,2,722,155,40,1876,949,27,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2373,CENTRO DE ASESORIA DOCENTE,AV INTERCOMUNAL 1RA CLL CARAPITA,3,797,163,53,2014,1058,31,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2374,CAPILLA RUTA DE BELEN,CLL REAL CON CLL CONSEJO SECT LA GRUTA,1,747,103,38,1990,908,19,1,302000,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2380,ESCUELA NACIONAL ANTIMANO,CLL EL COLEGIO NO 125,1,719,127,42,2024,953,51,1,301800,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2380,ESCUELA NACIONAL ANTIMANO,CLL EL COLEGIO NO 125,2,501,96,12,1360,644,29,1,301800,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2390,ESCUELA NACIONAL CONCENTRADA NO 13,PARTE ALTA VUELTA EL FRAILE BRR PARATE BUENO,1,395,38,12,1088,473,22,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2391,J I BLANCA ESTRELLA DE MESCOLI,AV INTERCOMUNAL DE ANTIMANO BRR PARATE BUENO,1,335,50,15,779,414,8,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2400,LICEO CICLO BASICO FELIPE FERMIN PAUL,CLL CRUZ VERDE CALLEJON LA GRUTA ANTIMANO,1,806,162,39,2038,1037,26,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2400,LICEO CICLO BASICO FELIPE FERMIN PAUL,CLL CRUZ VERDE CALLEJON LA GRUTA ANTIMANO,2,479,88,30,1313,628,26,1,302330,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2410,U EDUC NAC LA CUMBRE,CALLE PPAL LA CUMBRE ANTIMANO CARACAS,1,870,95,25,2451,1066,69,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2410,U EDUC NAC LA CUMBRE,CALLE PPAL LA CUMBRE ANTIMANO CARACAS,2,597,59,11,1631,714,39,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2420,CENTRO DEL IVSS ARMANDO CASTILLO PLAZA,ANTIMANO CARACAS,1,819,148,31,2144,1036,34,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2420,CENTRO DEL IVSS ARMANDO CASTILLO PLAZA,ANTIMANO CARACAS,2,513,98,21,1457,669,36,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2430,UNIVERSIDAD CATOLICA ANDRES BELLO,FINAL AV MONTALBAN,1,771,384,47,2354,1235,24,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2441,ESC MUN ANDRES BELLO,SECT STA ANA BRR CAMPITO CARAPITA,1,525,67,18,1416,639,25,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2441,ESC MUN ANDRES BELLO,SECT STA ANA BRR CAMPITO CARAPITA,2,495,72,21,1394,613,22,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2441,ESC MUN ANDRES BELLO,SECT STA ANA BRR CAMPITO CARAPITA,3,540,46,13,1419,627,23,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2442,ESC MUN CARLOTA DE NOGUERA,CLL TEREPAIMA SECT SANTA ANA CARAPITA,1,366,47,21,929,449,9,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2443,ESC BASC MIGUEL OTERO SILVA,CLL PRINCIPAL DE SANTA ANA CARAPITA,1,421,61,12,836,517,21,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2450,ESC MUNC TULA AMISTERSAROVE,CALLE REAL DE CARAPITA CARACAS,1,328,49,18,871,413,14,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2461,MODULO FUNDACOMUN,MODULO DE SERVICIO BRR GONZALEZ CABRERA KM 8,1,550,103,16,1749,704,26,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2461,MODULO FUNDACOMUN,MODULO DE SERVICIO BRR GONZALEZ CABRERA KM 8,2,561,88,25,1740,715,36,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2461,MODULO FUNDACOMUN,MODULO DE SERVICIO BRR GONZALEZ CABRERA KM 8,3,648,98,19,1891,788,22,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2473,ESCUELA NAC CREACION EL COLEGIO,BARRIO SANTA ANA SECOR EL COLEGIO,1,157,23,2,374,209,27,0,31100,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2480,ESCUELA MUNICIPAL INES PONTE,CALLE PPAL BARRIO MAMERA CARACAS,1,624,72,17,1547,740,18,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2480,ESCUELA MUNICIPAL INES PONTE,CALLE PPAL BARRIO MAMERA CARACAS,2,385,50,14,967,459,9,1,302150,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2490,GRUPO ESCOLAR MERCEDES LIMARDO,CLL REAL DE ANTIMANO,1,573,121,31,1485,754,21,1,301920,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2490,GRUPO ESCOLAR MERCEDES LIMARDO,CLL REAL DE ANTIMANO,2,639,118,30,1605,817,26,1,301900,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2490,GRUPO ESCOLAR MERCEDES LIMARDO,CLL REAL DE ANTIMANO,3,555,113,41,1552,738,25,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2520,ESCUELA MUNICIPAL JUAN BAUTISTA ARISMENDI,URB POPULAR MAMERA,1,197,26,0,647,250,0,0,20759,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2530,U.E.D. JOSE ANTONIO VILLAVICENCIO,CLL REAL DE ANTIMANO NO 8,1,742,159,40,2301,987,39,1,302210,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2531,ALBERGUE REFUGIO DE LA INFANCIA,CALLE REAL NO 12 ANTIMANO,1,541,170,31,1825,793,43,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2540,DISPENSARIO LEOPOLDO AGUERREVERRE,CALLE GUZMAN BLANCO ANTIMANO CARACAS,1,491,132,22,1374,659,10,1,301900,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2541,NUESTRA SRA. DEL ROSARIO,CALLE REAL DE ANTIMANO NRO. 2804,1,424,128,14,1115,582,14,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,12,ANTIMANO,2550,ESCUELA NACIONAL ANDRES BELLO,CALLE PRINCIPAL DE ANTIMANO NO 2 CARACAS,1,1023,216,36,2510,1317,32,1,301850,1,esdata
